,Dallas Roughnecks,,Kurt,Gibson,Kurt Gibson,Kurt
4/2/17,Madison Radicals,Indianapolis AlleyCats,Dan,Rowan,Dan Rowan,Dirty
4/2/17,Madison Radicals,Indianapolis AlleyCats,Jadon,Scullion,Jadon Scullion,Scullion
4/2/17,Madison Radicals,Indianapolis AlleyCats,Pat,Shriwise,Pat Shriwise,Shriwise
4/2/17,Madison Radicals,Indianapolis AlleyCats,Nate,Thibedeau,Nate Thibedeau,Thib
4/2/17,Madison Radicals,Indianapolis AlleyCats,Ryan,Tucker,Ryan Tucker,Tucker
4/2/17,Madison Radicals,Indianapolis AlleyCats,Joshua,Wilson,Joshua Wilson,Jdub
4/2/17,Madison Radicals,Indianapolis AlleyCats,Dave,Wiseman,Dave Wiseman,Wiseman
4/8/17,Austin Sol,Raleigh Flyers,Mitchell,Bennett,Mitchell Bennett,Mitchell Bennett
4/8/17,Austin Sol,Raleigh Flyers,Jason,Best,Jason Best,Jason Best
4/8/17,Austin Sol,Raleigh Flyers,Matthew,Bierschenk,Matthew Bierschenk,Matthew Bierschenk
4/8/17,Austin Sol,Raleigh Flyers,Chris,Brooks,Chris Brooks,Chris Brooks
4/8/17,Austin Sol,Raleigh Flyers,John,Cecil,John Cecil,Cecil J
4/8/17,Austin Sol,Raleigh Flyers,Chase,Cunningham,Chase Cunningham,Cunnin C
4/8/17,Austin Sol,Raleigh Flyers,Kamron,Daftari,Kamron Daftari,Daftar K
4/8/17,Austin Sol,Raleigh Flyers,Caleb,Denecour,Caleb Denecour,Deneco C
4/8/17,Austin Sol,Raleigh Flyers,Brandon,Dial,Brandon Dial,Brandon Dial
4/8/17,Austin Sol,Raleigh Flyers,Michael,Hays,Michael Hays,Hays M
4/8/17,Austin Sol,Raleigh Flyers,Logan,Kinney,Logan Kinney,Kinney L
4/8/17,Austin Sol,Raleigh Flyers,Michael,Matthis,Michael Matthis,Michael Matthis
4/8/17,Austin Sol,Raleigh Flyers,Lucky,Mosola,Lucky Mosola,Mosola L
4/8/17,Austin Sol,Raleigh Flyers,Rory,Orloff,Rory Orloff,Orloff R
4/8/17,Austin Sol,Raleigh Flyers,Ethan,Pollack,Ethan Pollack,Pollac E
4/8/17,Austin Sol,Raleigh Flyers,Ryan,Purcell,Ryan Purcell,Ryan Purcell
4/8/17,Austin Sol,Raleigh Flyers,Jason,Schafer,Jason Schafer,Schafe J
4/8/17,Austin Sol,Raleigh Flyers,Paul,Starkel,Paul Starkel,Paul Starkel
4/8/17,Austin Sol,Raleigh Flyers,Andrew,Walch,Andrew Walch,Andrew Walch
4/8/17,Austin Sol,Raleigh Flyers,Carson,Wilder,Carson Wilder,Carson Wilder
4/8/17,Detroit Mechanix,Indianapolis AlleyCats,Jeff,Brauning,Jeff Brauning,Jeff Brauning
4/8/17,Detroit Mechanix,Indianapolis AlleyCats,Nathan,Champoux,Nathan Champoux,Nathan Champoux
4/8/17,Detroit Mechanix,Indianapolis AlleyCats,Michael,Dagher-Margosia,Michael Dagher-Margosia,Michael Dagher-Margosian
4/8/17,Detroit Mechanix,Indianapolis AlleyCats,Anthony,Davis,Anthony Davis,Anthony Davis
4/8/17,Detroit Mechanix,Indianapolis AlleyCats,Dan,Donovan,Dan Donovan,Dan Donovan
4/8/17,Detroit Mechanix,Indianapolis AlleyCats,Austin,Engel,Austin Engel,Austin Engel
4/8/17,Detroit Mechanix,Indianapolis AlleyCats,Cory,Green,Cory Green,Cory Green
4/8/17,Detroit Mechanix,Indianapolis AlleyCats,Parker,Howard,Parker Howard,Parker Howard
4/8/17,Detroit Mechanix,Indianapolis AlleyCats,Eric,Hubbard,Eric Hubbard,Eric Hubbard
4/8/17,Detroit Mechanix,Indianapolis AlleyCats,Danny,Hunt,Danny Hunt,Danny Hunt
4/8/17,Detroit Mechanix,Indianapolis AlleyCats,Alex,Kapiamba,Alex Kapiamba,Alex Kapiamba
4/8/17,Detroit Mechanix,Indianapolis AlleyCats,Dutch,Kirkman,Dutch Kirkman,Dutch Kirkman
4/8/17,Detroit Mechanix,Indianapolis AlleyCats,Xavier,Klena,Xavier Klena,Xavier Klena
4/8/17,Detroit Mechanix,Indianapolis AlleyCats,Andrew,Lucarotti,Andrew Lucarotti,Andrew Lucarotti
4/8/17,Detroit Mechanix,Indianapolis AlleyCats,Josh,Lyder,Josh Lyder,Josh Lyder
4/8/17,Detroit Mechanix,Indianapolis AlleyCats,Bobby,Moyer,Bobby Moyer,Bobby Moyer
4/8/17,Detroit Mechanix,Indianapolis AlleyCats,Ben,Murphy,Ben Murphy,Ben Murphy
4/8/17,Detroit Mechanix,Indianapolis AlleyCats,Jake,Steslicki,Jake Steslicki,Jake Steslicki
4/8/17,Detroit Mechanix,Indianapolis AlleyCats,Andrew,Tang,Andrew Tang,Andrew Tang
4/8/17,Detroit Mechanix,Indianapolis AlleyCats,Mark,Whitton,Mark Whitton,Mark Whitton
4/8/17,Indianapolis AlleyCats,Detroit Mechanix,Michael,Ames,Michael Ames,Ames
4/8/17,Indianapolis AlleyCats,Detroit Mechanix,Cameron,Brock,Cameron Brock,Cam
4/8/17,Indianapolis AlleyCats,Detroit Mechanix,Joey,Cari,Joey Cari,Joey
4/8/17,Indianapolis AlleyCats,Detroit Mechanix,Travis,Carpenter,Travis Carpenter,Travis
4/8/17,Indianapolis AlleyCats,Detroit Mechanix,Kyle,Cox,Kyle Cox,Cox
4/8/17,Indianapolis AlleyCats,Detroit Mechanix,Jake,Fella,Jake Fella,Specs
4/8/17,Indianapolis AlleyCats,Detroit Mechanix,Dana,Granholm,Dana Granholm,Dana
4/8/17,Indianapolis AlleyCats,Detroit Mechanix,Rick,Gross,Rick Gross,Rick
4/8/17,Indianapolis AlleyCats,Detroit Mechanix,Nick,Hutton,Nick Hutton,Nick
4/8/17,Indianapolis AlleyCats,Detroit Mechanix,Levi,Jacobs,Levi Jacobs,Levi
4/8/17,Indianapolis AlleyCats,Detroit Mechanix,John,Jones,John Jones,John J
4/8/17,Indianapolis AlleyCats,Detroit Mechanix,Heath,Kalaba,Heath Kalaba,Heath
4/8/17,Indianapolis AlleyCats,Detroit Mechanix,Wally,Kasprzycki,Wally Kasprzycki,Wally
4/8/17,Indianapolis AlleyCats,Detroit Mechanix,Mike,Kobyra,Mike Kobyra,Kobyra
4/8/17,Indianapolis AlleyCats,Detroit Mechanix,Spencer,Loscar,Spencer Loscar,Spencer
4/8/17,Indianapolis AlleyCats,Detroit Mechanix,Keenan,Plew,Keenan Plew,Keenan
4/8/17,Indianapolis AlleyCats,Detroit Mechanix,Colin,Ringwood,Colin Ringwood,Colin
4/8/17,Indianapolis AlleyCats,Detroit Mechanix,Aaron,Schwartz,Aaron Schwartz,Danger
4/8/17,Indianapolis AlleyCats,Detroit Mechanix,Sam,Sohn,Sam Sohn,Sam
4/8/17,Indianapolis AlleyCats,Detroit Mechanix,Jon,Wenger,Jon Wenger,Wenger
4/8/17,New York Empire,Toronto Rush,Matt,Auletta,Matt Auletta,Aulett M
4/8/17,New York Empire,Toronto Rush,Jeff,Babbitt,Jeff Babbitt,Babbit J
4/8/17,New York Empire,Toronto Rush,Taylor,Brooks,Taylor Brooks,Brooks T
4/8/17,New York Empire,Toronto Rush,Isaiah,Bryant,Isaiah Bryant,Bryant I
4/8/17,New York Empire,Toronto Rush,Clark,Cofer,Clark Cofer,Cofer C
4/8/17,New York Empire,Toronto Rush,Craig,Cox,Craig Cox,Cox C
4/8/17,New York Empire,Toronto Rush,Mike,Drost,Mike Drost,Drost M
4/8/17,New York Empire,Toronto Rush,Ryan,Drost,Ryan Drost,Drost R
4/8/17,New York Empire,Toronto Rush,Harper,Garvey,Harper Garvey,Garvey H
4/8/17,New York Empire,Toronto Rush,Ian,Guerin,Ian Guerin,Guerin I
4/8/17,New York Empire,Toronto Rush,Ryan,Holmes,Ryan Holmes,Holmes R
4/8/17,New York Empire,Toronto Rush,Conor,Kline,Conor Kline,Kline C
4/8/17,New York Empire,Toronto Rush,Chris,Kocher,Chris Kocher,Kocher C
4/8/17,New York Empire,Toronto Rush,Markian,Kuzmowycz,Markian Kuzmowycz,Kuzmow M
4/8/17,New York Empire,Toronto Rush,Matt,Lemar,Matt Lemar,Lemar M
4/8/17,New York Empire,Toronto Rush,Kevin,Norton,Kevin Norton,Norton K
4/8/17,New York Empire,Toronto Rush,Matt,Stevens,Matt Stevens,Steven M
4/8/17,New York Empire,Toronto Rush,Sam,Taylor,Sam Taylor,Taylor S
4/8/17,New York Empire,Toronto Rush,John,Wodatch,John Wodatch,Wodatc J
4/8/17,New York Empire,Toronto Rush,Ruo,Ye,Ruo Ye,Ye R
4/8/17,Raleigh Flyers,Austin Sol,Justin,Allen,Justin Allen,AllenJus
4/8/17,Raleigh Flyers,Austin Sol,Brian,Casey,Brian Casey,Brian Casey
4/8/17,Raleigh Flyers,Austin Sol,Ben,Dieter,Ben Dieter,Ben Dieter
4/8/17,Raleigh Flyers,Austin Sol,Jacob,Fairfax,Jacob Fairfax,Jacob Fairfax
4/8/17,Raleigh Flyers,Austin Sol,Nate,Goff,Nate Goff,GoffNate
4/8/17,Raleigh Flyers,Austin Sol,Tristan,Green,Tristan Green,Tristan Green
4/8/17,Raleigh Flyers,Austin Sol,Josh,Hartzog,Josh Hartzog,HartzogJ
4/8/17,Raleigh Flyers,Austin Sol,Goose,Helton,Goose Helton,HeltonGo
4/8/17,Raleigh Flyers,Austin Sol,Micah,Hood,Micah Hood,HoodMica
4/8/17,Raleigh Flyers,Austin Sol,Evan,Howey,Evan Howey,HoweyEva
4/8/17,Raleigh Flyers,Austin Sol,Mark,Lin,Mark Lin,Mark Lin
4/8/17,Raleigh Flyers,Austin Sol,Tim,McAllister,Tim McAllister,McAllisT
4/8/17,Raleigh Flyers,Austin Sol,Terrence,Mitchell,Terrence Mitchell,Terrence Mitchell
4/8/17,Raleigh Flyers,Austin Sol,Jonathan,Nethercutt,Jonathan Nethercutt,"Jonathan ""Nutt"" Nethercutt"
4/8/17,Raleigh Flyers,Austin Sol,Jeff,Nordgren,Jeff Nordgren,NordgreJ
4/8/17,Raleigh Flyers,Austin Sol,Mike,Pannone,Mike Pannone,Mike Pannone
4/8/17,Raleigh Flyers,Austin Sol,David,Richardson,David Richardson,RichardD
4/8/17,Raleigh Flyers,Austin Sol,Noah,Saul,Noah Saul,Noah Saul
4/8/17,Raleigh Flyers,Austin Sol,David,Snoke,David Snoke,SnokeDav
4/8/17,Raleigh Flyers,Austin Sol,Hunter,Taylor,Hunter Taylor,TaylorHu
4/8/17,San Francisco Flamethrowers,San Jose Spiders,Kevin,Cocks,Kevin Cocks,Kevin Cocks
4/8/17,San Francisco Flamethrowers,San Jose Spiders,Greg,Cohen,Greg Cohen,Greg Cohen
4/8/17,San Francisco Flamethrowers,San Jose Spiders,Lucas,Dallmann,Lucas Dallmann,Lucas Dallmann
4/8/17,San Francisco Flamethrowers,San Jose Spiders,Antoine,Davis,Antoine Davis,Antoine Davis
4/8/17,San Francisco Flamethrowers,San Jose Spiders,Lior,Givol,Lior Givol,Lior Givol
4/8/17,San Francisco Flamethrowers,San Jose Spiders,Cody,Kirkland,Cody Kirkland,Cody Kirkland
4/8/17,San Francisco Flamethrowers,San Jose Spiders,Beau,Kittredge,Beau Kittredge,Beau Kittredge
4/8/17,San Francisco Flamethrowers,San Jose Spiders,Justin,Lim,Justin Lim,Justin Lim
4/8/17,San Francisco Flamethrowers,San Jose Spiders,Brett,Petersen,Brett Petersen,Brett Petersen
4/8/17,San Francisco Flamethrowers,San Jose Spiders,Cassidy,Rasmussen,Cassidy Rasmussen,Cassidy Rasmussen
4/8/17,San Francisco Flamethrowers,San Jose Spiders,Marcelo,Sanchez,Marcelo Sanchez,Marcelo Sanchez
4/8/17,San Francisco Flamethrowers,San Jose Spiders,Michael,Spear,Michael Spear,Michael Spear
4/8/17,San Francisco Flamethrowers,San Jose Spiders,Sam,Swink,Sam Swink,Sam Swink
4/8/17,San Francisco Flamethrowers,San Jose Spiders,Mac,Taylor,Mac Taylor,Mac Taylor
4/8/17,San Francisco Flamethrowers,San Jose Spiders,Sawyer,Thompson,Sawyer Thompson,Sawyer Thompson
4/8/17,San Francisco Flamethrowers,San Jose Spiders,Vincenzo,Vitiello,Vincenzo Vitiello,Vincenzo Vitiello
4/8/17,San Francisco Flamethrowers,San Jose Spiders,Nolan,Walsh,Nolan Walsh,Nolan Walsh
4/8/17,San Francisco Flamethrowers,San Jose Spiders,Nathan,White,Nathan White,Nathan White
4/8/17,San Francisco Flamethrowers,San Jose Spiders,Devon,Williams,Devon Williams,Devon Williams
4/8/17,San Jose Spiders,San Francisco Flamethrowers,Tommy,Adams,Tommy Adams,Tommy Adams
4/8/17,San Jose Spiders,San Francisco Flamethrowers,Sam,Adamson,Sam Adamson,Sam Adamson
4/8/17,San Jose Spiders,San Francisco Flamethrowers,Evan,Boucher,Evan Boucher,Evan Boucher
4/8/17,San Jose Spiders,San Francisco Flamethrowers,Evan,Brydon,Evan Brydon,Evan Brydon
4/8/17,San Jose Spiders,San Francisco Flamethrowers,Steven,Chang,Steven Chang,Steven Chang
4/8/17,San Jose Spiders,San Francisco Flamethrowers,Matthew,Crawford,Matthew Crawford,Matthew Crawford
4/8/17,San Jose Spiders,San Francisco Flamethrowers,Mike,Dirda,Mike Dirda,Mike Dirda
4/8/17,San Jose Spiders,San Francisco Flamethrowers,Shane,Earley,Shane Earley,Shane Earley
4/8/17,San Jose Spiders,San Francisco Flamethrowers,Ethan,Falat,Ethan Falat,Ethan Falat
4/8/17,San Jose Spiders,San Francisco Flamethrowers,Brandon,Fein,Brandon Fein,Brandon Fein
4/8/17,San Jose Spiders,San Francisco Flamethrowers,Jon,Greenberg,Jon Greenberg,Jon Greenberg
4/8/17,San Jose Spiders,San Francisco Flamethrowers,Jeremy,Kharrazi,Jeremy Kharrazi,Jeremy Kharrazi
4/8/17,San Jose Spiders,San Francisco Flamethrowers,Drew,Kim,Drew Kim,Drew Kim
4/8/17,San Jose Spiders,San Francisco Flamethrowers,Justin,Norden,Justin Norden,Justin Norden
4/8/17,San Jose Spiders,San Francisco Flamethrowers,Andy,Smith,Andy Smith,Andy Smith
4/8/17,San Jose Spiders,San Francisco Flamethrowers,Jackson,Stearns,Jackson Stearns,Jackson Stearns
4/8/17,San Jose Spiders,San Francisco Flamethrowers,Ian,Sweeney,Ian Sweeney,Ian Sweeney
4/8/17,San Jose Spiders,San Francisco Flamethrowers,Kelly,Van Arsdale,Kelly Van Arsdale,Kelly Van Arsdale
4/8/17,San Jose Spiders,San Francisco Flamethrowers,James,Yeager,James Yeager,James Yeager
4/8/17,San Jose Spiders,San Francisco Flamethrowers,Sonny,Zaccaro,Sonny Zaccaro,Sonny Zaccaro
4/8/17,Toronto Rush,New York Empire,Steve,Armitage,Steve Armitage,Armitage
4/8/17,Toronto Rush,New York Empire,Connor,Armstrong,Connor Armstrong,Armstron
4/8/17,Toronto Rush,New York Empire,Andrew,Carroll,Andrew Carroll,Carroll
4/8/17,Toronto Rush,New York Empire,Jonathan,Edwards,Jonathan Edwards,Edwards
4/8/17,Toronto Rush,New York Empire,Greg,Ellis,Greg Ellis,Ellis
4/8/17,Toronto Rush,New York Empire,Cameron,Harris,Cameron Harris,Harris
4/8/17,Toronto Rush,New York Empire,Jacky,Hau,Jacky Hau,Hau
4/8/17,Toronto Rush,New York Empire,Jason,Huynh,Jason Huynh,Huynh
4/8/17,Toronto Rush,New York Empire,Jeff,Lindquist,Jeff Lindquist,Linq
4/8/17,Toronto Rush,New York Empire,Iain,Mackenzie,Iain Mackenzie,Iain M
4/8/17,Toronto Rush,New York Empire,Mike,Mackenzie,Mike Mackenzie,Mike M
4/8/17,Toronto Rush,New York Empire,Jonathan,Martin,Jonathan Martin,Martin
4/8/17,Toronto Rush,New York Empire,Isaiah,Masek-Kelly,Isaiah Masek-Kelly,Isaiah
4/8/17,Toronto Rush,New York Empire,Thomson,McKnight,Thomson McKnight,McKnight
4/8/17,Toronto Rush,New York Empire,Jaret,Meron,Jaret Meron,Meron
4/8/17,Toronto Rush,New York Empire,Geoff,Powell,Geoff Powell,Powell
4/8/17,Toronto Rush,New York Empire,Sachin,Raina,Sachin Raina,Raina
4/8/17,Toronto Rush,New York Empire,Bretton,Tan,Bretton Tan,Tan
4/8/17,Toronto Rush,New York Empire,Paul,Tatulea,Paul Tatulea,Tatulea
4/8/17,Toronto Rush,New York Empire,Adrian,Yearwood,Adrian Yearwood,Yearwood
4/8/17,Toronto Rush,New York Empire,Marijo,Zlatic,Marijo Zlatic,Zlatic
4/9/17,Dallas Roughnecks,Raleigh Flyers,Jake,Anderson,Jake Anderson,Jake Anderson
4/9/17,Dallas Roughnecks,Raleigh Flyers,Reid,Bacon,Reid Bacon,Reid Bacon
4/9/17,Dallas Roughnecks,Raleigh Flyers,Matt,Bennett,Matt Bennett,Matt Bennett
4/9/17,Dallas Roughnecks,Raleigh Flyers,Kevin,Christian,Kevin Christian,Kevin Christian
4/9/17,Dallas Roughnecks,Raleigh Flyers,Abe,Coffin,Abe Coffin,Abe Coffin
4/9/17,Dallas Roughnecks,Raleigh Flyers,Patrick,Eberle,Patrick Eberle,Patrick Eberle
4/9/17,Dallas Roughnecks,Raleigh Flyers,Daniel,Emmons,Daniel Emmons,Daniel Emmons
4/9/17,Dallas Roughnecks,Raleigh Flyers,Dylan,Freechild,Dylan Freechild,Dylan Freechild
4/9/17,Dallas Roughnecks,Raleigh Flyers,Jay,Froude,Jay Froude,Jay Froude
4/9/17,Dallas Roughnecks,Raleigh Flyers,Casey,Hogg,Casey Hogg,Casey Hogg
4/9/17,Dallas Roughnecks,Raleigh Flyers,Jason,Holleran,Jason Holleran,Jason Holleran
4/9/17,Dallas Roughnecks,Raleigh Flyers,Matt,Jackson,Matt Jackson,Matt Jackson
4/9/17,Dallas Roughnecks,Raleigh Flyers,Chris,Larberg,Chris Larberg,Chris Larberg
4/9/17,Dallas Roughnecks,Raleigh Flyers,Ben,Lewis,Ben Lewis,Ben Lewis
4/9/17,Dallas Roughnecks,Raleigh Flyers,Brandon,Malecek,Brandon Malecek,Brandon Malecek
4/9/17,Dallas Roughnecks,Raleigh Flyers,Kai,Marshall,Kai Marshall,Kai Marshall
4/9/17,Dallas Roughnecks,Raleigh Flyers,Chris,Mazur,Chris Mazur,Chris Mazur
4/9/17,Dallas Roughnecks,Raleigh Flyers,Jimmy,Mickle,Jimmy Mickle,Jimmy Mickle
4/9/17,Dallas Roughnecks,Raleigh Flyers,Stanley,Peterson,Stanley Peterson,Stanley Peterson
4/9/17,Dallas Roughnecks,Raleigh Flyers,Zach,Riggins,Zach Riggins,Zach Riggins
4/9/17,Dallas Roughnecks,Raleigh Flyers,Dalton,Smith,Dalton Smith,Dalton Smith
4/9/17,DC Breeze,Toronto Rush,John,Agan,John Agan,John Agan
4/9/17,DC Breeze,Toronto Rush,Austin,Bartenstein,Austin Bartenstein,Austin Bartenstein
4/9/17,DC Breeze,Toronto Rush,Lloyd,Blake,Lloyd Blake,Lloyd Blake
4/9/17,DC Breeze,Toronto Rush,David,Bloodgood,David Bloodgood,David Bloodgood
4/9/17,DC Breeze,Toronto Rush,Chuck,Cantone,Chuck Cantone,Chuck Cantone
4/9/17,DC Breeze,Toronto Rush,Max,Cassell,Max Cassell,Max Cassell
4/9/17,DC Breeze,Toronto Rush,David,Cranston,David Cranston,Name
4/9/17,DC Breeze,Toronto Rush,Delrico,Johnson,Delrico Johnson,Delrico Johnson
4/9/17,DC Breeze,Toronto Rush,Matt,Kerrigan,Matt Kerrigan,Matt Kerrigan
4/9/17,DC Breeze,Toronto Rush,Alan,Kolick,Alan Kolick,Alan Kolick
4/9/17,DC Breeze,Toronto Rush,Brian,Marshall,Brian Marshall,Brian Marshall
4/9/17,DC Breeze,Toronto Rush,Matthew,McDonnell,Matthew McDonnell,Matthew McDonnell
4/9/17,DC Breeze,Toronto Rush,Eric,Miner,Eric Miner,Eric Miner
4/9/17,DC Breeze,Toronto Rush,Tyler,Monroe,Tyler Monroe,Tyler Monroe
4/9/17,DC Breeze,Toronto Rush,Jon,Neeley,Jon Neeley,Jon Neeley
4/9/17,DC Breeze,Toronto Rush,Markham,Shofner,Markham Shofner,Markham Shofner
4/9/17,DC Breeze,Toronto Rush,Ryan,Swift,Ryan Swift,Ryan Swift
4/9/17,DC Breeze,Toronto Rush,Marcus,Thaw,Marcus Thaw,Marcus Thaw
4/9/17,DC Breeze,Toronto Rush,John,Walden,John Walden,John Walden
4/9/17,DC Breeze,Toronto Rush,Jeff,Wodatch,Jeff Wodatch,Jeff Wodatch
4/9/17,Los Angeles Aviators,Vancouver Riptide,Ted,Barnett,Ted Barnett,Barnett
4/9/17,Los Angeles Aviators,Vancouver Riptide,Jacob,Bartholomew,Jacob Bartholomew,Bartholo
4/9/17,Los Angeles Aviators,Vancouver Riptide,Timothy,Beatty,Timothy Beatty,Beatty
4/9/17,Los Angeles Aviators,Vancouver Riptide,Steven,Brooks,Steven Brooks,Brooks S
4/9/17,Los Angeles Aviators,Vancouver Riptide,Tom,Doi,Tom Doi,Doi T
4/9/17,Los Angeles Aviators,Vancouver Riptide,Mark,Elbogen,Mark Elbogen,Elbogen
4/9/17,Los Angeles Aviators,Vancouver Riptide,Eli,Friedman,Eli Friedman,Friedman
4/9/17,Los Angeles Aviators,Vancouver Riptide,Brent,George,Brent George,George B
4/9/17,Los Angeles Aviators,Vancouver Riptide,Kuo,Hsun Wang,Kuo Hsun Wang,Wang Kuo
4/9/17,Los Angeles Aviators,Vancouver Riptide,Michael,Kiyoi,Michael Kiyoi,Kiyoi
4/9/17,Los Angeles Aviators,Vancouver Riptide,Andrew,Kohl,Andrew Kohl,Kohl A
4/9/17,Los Angeles Aviators,Vancouver Riptide,Eric,Lissner,Eric Lissner,Lissner
4/9/17,Los Angeles Aviators,Vancouver Riptide,Josiah,Mort,Josiah Mort,Mort J
4/9/17,Los Angeles Aviators,Vancouver Riptide,Bryan,Nguyen,Bryan Nguyen,Nguyen B
4/9/17,Los Angeles Aviators,Vancouver Riptide,Andrew,Padula,Andrew Padula,Padula A
4/9/17,Los Angeles Aviators,Vancouver Riptide,Brandon,Severson,Brandon Severson,Severson
4/9/17,Los Angeles Aviators,Vancouver Riptide,Mitchell,Steiner,Mitchell Steiner,Steiner
4/9/17,Los Angeles Aviators,Vancouver Riptide,Zach,Theodore,Zach Theodore,Theodore
4/9/17,Los Angeles Aviators,Vancouver Riptide,Matt,Theologidy,Matt Theologidy,Theologi
4/9/17,Los Angeles Aviators,Vancouver Riptide,Aaron,Weaver,Aaron Weaver,Weaver A
4/9/17,Raleigh Flyers,Dallas Roughnecks,Justin,Allen,Justin Allen,Allen
4/9/17,Raleigh Flyers,Dallas Roughnecks,Brian,Casey,Brian Casey,Casey
4/9/17,Raleigh Flyers,Dallas Roughnecks,Ben,Dieter,Ben Dieter,Dieter
4/9/17,Raleigh Flyers,Dallas Roughnecks,Jacob,Fairfax,Jacob Fairfax,Fairfax
4/9/17,Raleigh Flyers,Dallas Roughnecks,Nate,Goff,Nate Goff,Goff
4/9/17,Raleigh Flyers,Dallas Roughnecks,Tristan,Green,Tristan Green,Green
4/9/17,Raleigh Flyers,Dallas Roughnecks,Josh,Hartzog,Josh Hartzog,Hartzog
4/9/17,Raleigh Flyers,Dallas Roughnecks,Goose,Helton,Goose Helton,Helton
4/9/17,Raleigh Flyers,Dallas Roughnecks,Micah,Hood,Micah Hood,Hood
4/9/17,Raleigh Flyers,Dallas Roughnecks,Evan,Howey,Evan Howey,Howey
4/9/17,Raleigh Flyers,Dallas Roughnecks,Mark,Lin,Mark Lin,Lin
4/9/17,Raleigh Flyers,Dallas Roughnecks,Tim,McAllister,Tim McAllister,McAllist
4/9/17,Raleigh Flyers,Dallas Roughnecks,Terrence,Mitchell,Terrence Mitchell,Mitchell
4/9/17,Raleigh Flyers,Dallas Roughnecks,Jonathan,Nethercutt,Jonathan Nethercutt,Nutt
4/9/17,Raleigh Flyers,Dallas Roughnecks,Jeff,Nordgren,Jeff Nordgren,Nordgren
4/9/17,Raleigh Flyers,Dallas Roughnecks,Mike,Pannone,Mike Pannone,Pannone
4/9/17,Raleigh Flyers,Dallas Roughnecks,David,Richardson,David Richardson,Richards
4/9/17,Raleigh Flyers,Dallas Roughnecks,Noah,Saul,Noah Saul,Saul
4/9/17,Raleigh Flyers,Dallas Roughnecks,David,Snoke,David Snoke,Snoke
4/9/17,Raleigh Flyers,Dallas Roughnecks,Hunter,Taylor,Hunter Taylor,Taylor
4/9/17,Toronto Rush,DC Breeze,Steve,Armitage,Steve Armitage,Armitage
4/9/17,Toronto Rush,DC Breeze,Connor,Armstrong,Connor Armstrong,Armstron
4/9/17,Toronto Rush,DC Breeze,Andrew,Carroll,Andrew Carroll,Carroll
4/9/17,Toronto Rush,DC Breeze,Jonathan,Edwards,Jonathan Edwards,Edwards
4/9/17,Toronto Rush,DC Breeze,Greg,Ellis,Greg Ellis,Ellis
4/9/17,Toronto Rush,DC Breeze,Cameron,Harris,Cameron Harris,Harris
4/9/17,Toronto Rush,DC Breeze,Jacky,Hau,Jacky Hau,Hau
4/9/17,Toronto Rush,DC Breeze,Jason,Huynh,Jason Huynh,Huynh
4/9/17,Toronto Rush,DC Breeze,Mike,Jones,Mike Jones,Jones
4/9/17,Toronto Rush,DC Breeze,Jeff,Lindquist,Jeff Lindquist,Linq
4/9/17,Toronto Rush,DC Breeze,Iain,Mackenzie,Iain Mackenzie,Iain M
4/9/17,Toronto Rush,DC Breeze,Mike,Mackenzie,Mike Mackenzie,Mike M
4/9/17,Toronto Rush,DC Breeze,Jonathan,Martin,Jonathan Martin,Martin
4/9/17,Toronto Rush,DC Breeze,Isaiah,Masek-Kelly,Isaiah Masek-Kelly,Isaiah
4/9/17,Toronto Rush,DC Breeze,Thomson,McKnight,Thomson McKnight,McKnight
4/9/17,Toronto Rush,DC Breeze,Jaret,Meron,Jaret Meron,Meron
4/9/17,Toronto Rush,DC Breeze,Bretton,Tan,Bretton Tan,Tan
4/9/17,Toronto Rush,DC Breeze,Jeffrey,Woo,Jeffrey Woo,Woo
4/9/17,Toronto Rush,DC Breeze,Adrian,Yearwood,Adrian Yearwood,Yearwood
4/9/17,Toronto Rush,DC Breeze,Marijo,Zlatic,Marijo Zlatic,Zlatic
4/9/17,Vancouver Riptide,Los Angeles Aviators,Ty,Barbieri,Ty Barbieri,Ty B
4/9/17,Vancouver Riptide,Los Angeles Aviators,Kevin,Chan,Kevin Chan,KChan
4/9/17,Vancouver Riptide,Los Angeles Aviators,Ted,Chu,Ted Chu,Ted Chu
4/9/17,Vancouver Riptide,Los Angeles Aviators,Brayden,Gee,Brayden Gee,Brayden
4/9/17,Vancouver Riptide,Los Angeles Aviators,Kevin,Greer,Kevin Greer,KGreer
4/9/17,Vancouver Riptide,Los Angeles Aviators,Edward,Guo,Edward Guo,Guo
4/9/17,Vancouver Riptide,Los Angeles Aviators,Morgan,Hibbert,Morgan Hibbert,Morgan
4/9/17,Vancouver Riptide,Los Angeles Aviators,Samson,Hoy,Samson Hoy,Samson
4/9/17,Vancouver Riptide,Los Angeles Aviators,Yi-Min,Lin,Yi-Min Lin,Yi-Min
4/9/17,Vancouver Riptide,Los Angeles Aviators,Greg,Moore,Greg Moore,Moore
4/9/17,Vancouver Riptide,Los Angeles Aviators,Nima,Mostaghim,Nima Mostaghim,Nima
4/9/17,Vancouver Riptide,Los Angeles Aviators,Ari,Nitikman,Ari Nitikman,Ari
4/9/17,Vancouver Riptide,Los Angeles Aviators,Rumi,Tejpar,Rumi Tejpar,Rumi
4/9/17,Vancouver Riptide,Los Angeles Aviators,Anatoly,Vasilyev,Anatoly Vasilyev,Toly
